2022-08-24 00:10:14,469 WARN  [restartedMain] org.springframework.security.config.annotation.web.builders.WebSecurity:You are asking Spring Security to ignore Ant [pattern='/swagger-ui/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-08-24 00:10:14,469 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will not secure Ant [pattern='/swagger-ui/**']
2022-08-24 00:10:14,470 WARN  [restartedMain] org.springframework.security.config.annotation.web.builders.WebSecurity:You are asking Spring Security to ignore Ant [pattern='/']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-08-24 00:10:14,470 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will not secure Ant [pattern='/']
2022-08-24 00:10:14,470 WARN  [restartedMain] org.springframework.security.config.annotation.web.builders.WebSecurity:You are asking Spring Security to ignore Ant [pattern='index.html']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-08-24 00:10:14,470 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will not secure Ant [pattern='index.html']
2022-08-24 00:10:14,470 WARN  [restartedMain] org.springframework.security.config.annotation.web.builders.WebSecurity:You are asking Spring Security to ignore Ant [pattern='/images/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-08-24 00:10:14,470 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will not secure Ant [pattern='/images/**']
2022-08-24 00:10:14,486 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1be309ee, org.springframework.security.web.context.SecurityContextPersistenceFilter@3d7882fe, org.springframework.security.web.header.HeaderWriterFilter@79db4a9d, org.springframework.security.web.authentication.logout.LogoutFilter@5cf98186, com.hillrent.security.jwt.AuthTokenFilter@4be60c77, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@226de72d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@141de5f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@66e5eae9, org.springframework.security.web.session.SessionManagementFilter@71eaac0c, org.springframework.security.web.access.ExceptionTranslationFilter@4dca5804, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4f9f21c]
2022-08-24 00:10:15,499 INFO  [restartedMain] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer:LiveReload server is running on port 35729
2022-08-24 00:10:15,512 INFO  [restartedMain] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 1 endpoint(s) beneath base path '/actuator'
2022-08-24 00:10:15,584 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8080 (http) with context path ''
2022-08-24 00:10:15,595 INFO  [restartedMain] com.hillrent.HillRentApplication:Started HillRentApplication in 3.399 seconds (JVM running for 2218.978)
2022-08-24 00:10:15,598 INFO  [restartedMain] org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener:Condition evaluation unchanged
2022-08-24 00:10:16,966 INFO  [Thread-11] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
2022-08-24 00:10:16,968 INFO  [Thread-11] com.zaxxer.hikari.HikariDataSource:HikariPool-3 - Shutdown initiated...
